age,type_employer,fnlwgt
27,Private,139988
26,Private,110431
36,Private,174475
34,Private,224318
41,Private,229888
31,Local-gov,55022
44,Private,286112
45,Local-gov,235879
31,Federal-gov,13492
62,Private,245959
69,Local-gov,209123
46,Private,360298
22,Private,282986
29,Private,153220
54,Private,149563
32,Private,210957
42,Self-emp-inc,164512
57,Private,85325
29,Private,205101
24,Private,211559
46,Self-emp-inc,343703
64,Self-emp-inc,175476
37,Private,413338
26,Private,326664
60,Private,168484
38,Self-emp-inc,223337
40,Private,90802
41,Private,80270
57,Self-emp-inc,121759
45,Private,297470
31,?,206532
24,State-gov,241158
30,Self-emp-inc,56062
21,Private,49920
18,?,188506
25,?,223236
28,Private,163212
58,Private,107262
22,Private,203512
22,Private,241605
45,Private,131451
44,?,196878
37,Federal-gov,238776
44,Private,95799
71,Private,128740
63,Private,125521
44,Private,229898
22,Private,237336
40,Private,217331
26,Private,43247
49,?,331720
25,Private,224106
43,Private,107104
27,Private,261257
41,Private,203364
61,Federal-gov,79538
47,Private,203764
28,Private,106690
49,State-gov,80975
54,Self-emp-not-inc,93259
29,Private,51961
21,Private,178728
20,Private,463807
30,Private,207595
49,Self-emp-inc,148817
61,Self-emp-inc,171108
40,Local-gov,331820
25,Private,287426
25,Private,325618
26,Private,81362
34,Local-gov,169540
31,Self-emp-inc,87255
40,Private,355287
36,Private,150491
29,Private,378126
57,Self-emp-inc,77089
32,Self-emp-not-inc,218761
23,Private,153239
19,Private,169853
55,Self-emp-not-inc,83857
17,?,332245
27,Self-emp-inc,257667
39,Private,183397
48,Self-emp-inc,246675
18,Local-gov,174627
57,Private,94246
34,Self-emp-not-inc,177968
21,Private,138337
60,Federal-gov,144794
27,Private,251326
42,Private,261778
51,Private,187468
29,Private,397985
45,Private,191021
49,Private,140180
48,Private,269089
19,Private,352832
34,Private,179850
40,Private,290519
39,Private,154391
42,Private,436062
66,Private,105267
31,Private,199823
34,State-gov,140420
35,Private,78051
56,Private,161954
47,Private,167156
41,Self-emp-not-inc,63006
59,Self-emp-inc,186273
45,Private,116738
29,Private,407000
38,Private,186843
41,Self-emp-inc,265553
20,Private,103461
17,Private,156203
53,Private,170396
32,Self-emp-not-inc,156163
71,Private,96401
19,Private,130821
22,?,236338
18,Private,281773
31,Private,196825
39,State-gov,35827
21,State-gov,164276
55,Private,109532
60,Private,161734
21,Private,211331
50,Private,78897
18,Private,130184
36,Local-gov,55397
24,Federal-gov,185984
33,Self-emp-not-inc,144298
67,Self-emp-inc,67543
30,Private,123765
25,Private,330856
26,Private,220531
45,Self-emp-inc,382151
29,Private,296479
46,Private,41971
34,Private,167313
39,Private,216369
20,?,197248
41,Private,236325
18,Self-emp-inc,126205
28,Private,173272
21,?,336358
24,Private,251733
51,Private,165420
30,State-gov,195733
30,Private,26549
30,Private,152128
47,Self-emp-inc,283464
20,Private,245469
46,?,212983
40,Self-emp-inc,338758
37,Self-emp-not-inc,166359
44,Private,106755
30,Private,639651
17,Private,187121
62,Private,132978
58,Private,332782
76,Local-gov,310202
47,Private,187621
26,Private,47332
40,Local-gov,162480
25,Private,332743
29,Private,334315
46,Local-gov,173867
36,Private,55533
44,Private,106066
18,Private,228084
50,Federal-gov,275607
55,Private,108502
56,Private,172672
34,Self-emp-inc,254324
32,Federal-gov,141388
46,Private,161236
18,Private,224929
24,Private,201426
20,?,100739
27,Private,175603
30,Self-emp-not-inc,70263
55,?,225834
44,Local-gov,46299
39,Self-emp-not-inc,119608
43,Private,21201
27,Private,206940
41,Local-gov,28669
30,Private,202020
39,Private,105430
49,Private,78586
21,Private,219756
70,Private,129237
72,Self-emp-inc,242198
30,Private,146659
18,Private,219076
33,Private,187647
30,Local-gov,106371
17,Private,407962
31,Private,92406
21,Private,183493
41,Federal-gov,68236
58,Federal-gov,195065
28,Private,168292
49,Local-gov,431913
41,Private,79230
37,Private,106389
26,?,300217
52,Local-gov,158278
63,Local-gov,42598
49,Private,221122
21,Private,129986
31,Private,28239
47,Private,100205
50,Private,205216
39,Private,140086
63,Self-emp-not-inc,92745
55,Local-gov,99288
26,Private,124324
50,Self-emp-not-inc,283850
24,Private,317233
38,Private,27333
23,Private,285472
54,Private,281606
17,Private,402772
34,Private,162180
35,Private,120595
54,Private,197490
31,Local-gov,431243
70,Self-emp-inc,187264
19,Private,248805
31,Private,314608
25,Private,137750
24,Private,436504
25,Private,339848
44,Private,381763
45,Private,32210
28,Private,302641
30,Private,194504
42,Private,35797
48,Private,215875
41,Private,284083
40,Private,395348
77,Self-emp-not-inc,292511
17,?,154417
35,Self-emp-inc,145353
43,Private,178435
44,Private,179585
30,Private,49004
23,Private,321821
34,Private,290323
46,Private,183677
51,Private,181522
36,?,217825
39,Private,175961
45,Federal-gov,224333
42,State-gov,201610
20,Private,366963
24,Private,24656
46,Private,181932
36,Local-gov,45276
45,Self-emp-not-inc,294369
24,Private,137013
20,State-gov,151053
33,Private,341088
33,Private,117115
43,Private,132138
47,Private,20932
31,?,189494
21,?,272631
29,?,308319
24,Private,203161
60,Self-emp-not-inc,71579
55,Private,211966
29,Private,295579
21,Private,179695
43,Private,172398
51,Private,111182
22,?,315474
52,Private,90288
44,Private,58457
70,Private,196059
36,Private,116462
17,Private,116320
30,Private,166369
41,Self-emp-not-inc,143951
32,Private,71157
37,Private,203241
43,Private,40445
44,Local-gov,47644
55,Private,276520
23,Private,209282
72,Private,126023
65,Self-emp-inc,55405
76,Private,199499
29,Private,148615
31,Private,186994
58,Local-gov,69427
29,Private,266037
45,Private,89925
40,Federal-gov,277548
30,Self-emp-not-inc,189587
22,Private,198861
41,Federal-gov,359642
54,Private,204922
27,Private,217753
27,Private,245551
32,Private,135576
51,Private,90737
41,Private,392806
45,Private,167862
50,Federal-gov,130536
44,Private,261562
34,Private,188985
68,Private,142247
34,Private,162967
47,Private,187692
22,?,92621
54,Private,96564
50,Federal-gov,95781
32,Private,101304
32,Private,67174
21,?,82911
42,Private,91429
17,?,289324
28,Private,201718
44,State-gov,49473
17,Local-gov,23165
37,Local-gov,229918
38,Self-emp-not-inc,18208
37,Private,198201
26,Private,184044
40,Local-gov,252691
53,?,26921
31,Self-emp-inc,198293
17,Private,351419
58,Self-emp-not-inc,182833
40,?,255456
20,State-gov,253344
25,Local-gov,333053
25,Self-emp-not-inc,201009
58,Private,176489
43,Self-emp-inc,253964
38,Private,368408
30,Private,144988
18,Private,78810
27,Private,144203
50,?,166564
32,Self-emp-not-inc,41000
59,Self-emp-inc,192784
31,Private,121483
51,Private,62204
27,Private,219343
33,Local-gov,82353
32,Private,213564
21,Self-emp-inc,42228
22,Local-gov,243695
28,Local-gov,98569
41,Private,213961
53,Private,100705
39,Federal-gov,250418
39,Self-emp-not-inc,166294
63,Private,76617
22,Self-emp-not-inc,170505
49,Private,139850
45,Self-emp-not-inc,190474
44,Private,183013
72,Private,110287
64,Self-emp-not-inc,162995
58,Private,130092
63,Local-gov,155615
48,Private,228554
45,Private,128270
29,Local-gov,237985
24,Self-emp-inc,198937
40,Private,268680
37,Local-gov,175898
58,Private,140798
52,Local-gov,167524
17,Private,116191
26,Private,143132
33,Private,216517
34,Self-emp-inc,145188
39,Federal-gov,75040
23,Private,118579
28,Private,120581
28,Private,33962
72,Private,145140
31,Private,196926
49,Private,112968
30,Private,287389
33,Private,463020
35,Private,169671
25,Private,176895
51,Private,212617
32,Private,332358
50,Private,184697
62,Private,111562
24,Private,196065
18,Private,145813
62,Federal-gov,169623
21,Private,162384
48,Private,355524
25,Private,195401
25,Private,54135
34,Self-emp-inc,183574
35,Self-emp-inc,186638
46,Self-emp-inc,203557
30,Private,408054
66,Private,176510
43,Private,190421
26,?,186643
26,Private,232560
28,Private,161560
44,Private,134132
61,Local-gov,266379
22,Private,84302
31,Private,161062
21,?,100943
43,Local-gov,267843
28,Private,175843
31,Private,292757
31,Private,234764
29,Private,244738
35,Local-gov,65166
18,?,278344
37,Private,206670
36,Private,54158
41,Private,93325
39,Private,239252
51,Private,255028
41,Private,330732
34,Local-gov,97008
19,Private,87491
34,Private,179401
54,Self-emp-not-inc,102776
55,Self-emp-inc,143579
53,Private,116542
17,Private,51701
38,Federal-gov,330300
48,Federal-gov,128245
59,Self-emp-not-inc,108785
34,Private,200220
27,Self-emp-inc,164437
32,Self-emp-inc,347583
38,Private,235441
38,Private,176650
24,Private,184660
48,Private,244747
24,?,196056
29,Private,163716
30,Self-emp-not-inc,66964
19,Private,60008
53,Private,347149
45,Private,189414
23,?,288874
28,Private,91354
23,Local-gov,120921
52,Private,80821
17,Private,290804
41,Local-gov,102876
71,Private,185438
47,Private,311998
63,Self-emp-inc,166369
39,Private,202482
32,Private,84969
37,Private,228195
51,Private,95635
59,Private,114430
27,Private,177739
62,Private,197823
27,Private,208326
27,Private,145366
24,Private,208172
45,Private,163589
44,Private,171762
40,Private,98964
31,Self-emp-inc,372570
56,Self-emp-inc,205540
49,Private,136177
61,Private,180685
44,Private,151201
28,Private,234794
35,Private,192767
29,Private,52548
42,Private,163480
26,Self-emp-inc,225259
17,Private,290521
44,Self-emp-inc,21100
20,Private,198619
29,Private,88376
30,Local-gov,254660
41,Private,331589
43,Local-gov,93678
28,Private,158950
28,Private,318167
49,Private,72766
45,Private,355248
41,Self-emp-inc,186792
39,Private,241656
21,Private,46998
37,Private,190957
38,Private,108895
29,Private,138953
43,Local-gov,53245
25,Federal-gov,29700
29,Private,53092
48,Self-emp-inc,178190
30,Self-emp-inc,43956
46,Private,208533
49,Local-gov,41782
24,Private,44188
24,Self-emp-inc,85268
45,Private,126252
49,Local-gov,233441
38,Self-emp-inc,147630
50,Private,130002
29,Private,244763
44,Private,354088
29,Private,260649
27,Private,38258
31,Without-pay,132026
40,Private,147139
30,Private,151915
33,Private,189636
47,Private,182445
24,Private,46561
38,Self-emp-inc,232694
30,State-gov,79428
45,Self-emp-inc,85707
69,Private,31306
47,Private,182773
51,Private,131145
49,Private,212535
20,?,197227
32,Local-gov,191248
19,?,557398
34,Private,264323
60,Private,363539
59,Private,166610
27,Private,272951
39,Private,42151
42,Private,102433
53,Private,200725
59,Private,33944
45,Federal-gov,412456
71,?,199821
27,Private,248052
37,Self-emp-not-inc,24933
32,Private,145352
33,Self-emp-not-inc,92397
27,Private,107525
43,Self-emp-inc,54303
33,Private,101709
42,Private,382637
54,Local-gov,21277
24,Self-emp-inc,149811
17,Private,162772
56,Private,200812
56,Private,67940
25,Local-gov,116443
33,Private,247155
28,Private,65703
47,Self-emp-inc,216203
45,Private,120270
56,?,150404
23,Private,75488
32,Private,292932
39,Private,112161
51,Local-gov,192719
25,Private,527080
32,Private,177866
32,Self-emp-not-inc,138057
47,Private,112729
33,Local-gov,215623
34,Self-emp-not-inc,31908
18,?,217558
33,Private,205992
42,Self-emp-not-inc,21753
45,Self-emp-inc,153342
17,Private,205854
34,Local-gov,187119
38,Private,320729
45,Self-emp-inc,212721
43,Private,243858
27,Private,164798
28,Private,255781
41,Local-gov,183800
27,Private,445178
26,Private,50872
32,Federal-gov,301738
44,Local-gov,341204
27,Local-gov,211497
27,Private,164230
21,?,193217
29,Private,125509
58,?,329031
41,Private,147061
50,Federal-gov,183847
36,Self-emp-inc,193973
49,Local-gov,22291
45,Private,184975
26,?,252976
46,Private,435064
67,?,168578
43,Private,101808
67,Private,70459
30,Self-emp-inc,207125
46,Private,172493
45,Self-emp-inc,26849
20,Private,105934
44,Private,296822
54,?,168030
48,Private,328711
20,Private,168269
64,Private,90999
42,Private,113787
44,Private,114697
74,Self-emp-inc,235822
18,?,113803
65,Federal-gov,112553
22,?,161146
26,Self-emp-inc,84918
20,?,268422
26,Private,24036
66,Private,155680
29,Private,16414
27,Private,107613
32,Private,155310
64,Private,55147
49,Private,133934
43,Private,97774
25,State-gov,109222
32,Federal-gov,125179
39,Private,251077
32,Private,120038
59,Private,361404
29,Private,64171
24,Private,375285
36,Self-emp-inc,217939
46,Private,38967
43,Self-emp-not-inc,220381
42,Federal-gov,95615
31,Private,218764
30,Private,163232
38,Private,36910
39,State-gov,187103
63,Private,76407
51,Private,59604
46,Private,85464
39,Private,148921
45,Local-gov,113233
33,Self-emp-inc,161317
17,Private,200642
73,Private,152847
75,Local-gov,179130
74,Self-emp-inc,40529
20,Private,173610
27,Private,83994
47,Local-gov,34458
40,Private,388913
26,Private,119662
17,Private,204419
41,Self-emp-not-inc,182388
58,?,132504
42,Federal-gov,267793
30,Self-emp-inc,235941
32,?,186887
39,Private,141814
29,Private,104990
28,Private,371992
31,?,138471
50,Private,15970
31,Private,139159
17,Private,178548
42,Private,399030
60,Private,119432
80,Private,159089
36,Private,200949
53,Private,60242
22,?,291069
32,Private,202390
43,Private,206313
54,Local-gov,332483
43,Local-gov,197034
53,Private,114425
30,Private,473347
24,Private,97233
38,Private,23447
21,Private,208715
27,Local-gov,203224
39,Self-emp-inc,296777
24,Private,46811
21,?,89137
27,Private,63297
48,Private,326649
30,Private,213069
34,Self-emp-inc,232709
18,Private,506218
37,Private,191479
49,Local-gov,42508
40,Private,43282
40,Self-emp-not-inc,158547
24,Private,610480
26,Private,127718
44,Private,169183
24,Private,141518
37,Local-gov,147884
30,Private,154077
53,Private,76022
33,Private,162560
29,Private,252578
74,Self-emp-not-inc,212140
28,Private,88992
43,Private,220804
39,Private,173999
27,Private,46843
31,Federal-gov,232655
48,Private,143757
41,Private,158114
43,Private,92281
56,Self-emp-inc,128495
57,?,124122
25,?,285201
41,Private,357472
53,Private,149288
21,Private,110810
33,Federal-gov,71902
45,Private,39398
48,Private,161709
44,Self-emp-not-inc,217340
22,Private,172525
30,Private,166201
45,Self-emp-not-inc,106586
32,Private,52675
46,Federal-gov,86555
46,Private,293318
17,Private,249125
21,?,251968
46,Private,187488
38,Local-gov,167449
30,Private,262733
29,Self-emp-not-inc,235252
55,Self-emp-inc,222902
66,Private,176560
35,State-gov,232521
51,Private,195649
28,Private,182503
20,Private,103424
58,Private,196375
32,Local-gov,361401
65,Private,445192
21,Self-emp-not-inc,28147
47,Private,38658
36,Private,329883
37,Private,142407
59,Local-gov,136984
61,Self-emp-not-inc,112475
62,Local-gov,208415
17,?,39439
55,Private,165449
22,Private,366855
23,Private,175278
41,Private,84197
26,Private,66942
54,Self-emp-not-inc,120370
39,Self-emp-not-inc,279712
24,Private,273029
46,Local-gov,169864
55,Local-gov,222151
32,Self-emp-inc,178715
18,Private,214213
34,Private,30548
38,Private,184308
56,Private,148483
66,Private,166659
34,Private,197229
50,Private,181431
29,Self-emp-inc,33243
20,Private,271352
27,Private,197575
28,Private,300315
29,Private,232107
27,State-gov,128106
40,Private,238639
67,Self-emp-inc,169865
24,Self-emp-inc,194754
43,Private,326236
47,Federal-gov,29136
47,Private,268385
40,Private,137833
34,Local-gov,345719
22,Private,284885
56,Local-gov,157276
19,Private,223898
25,Private,196005
18,Private,201859
27,Private,502580
44,Self-emp-not-inc,45289
28,Private,288683
47,Private,181818
32,Self-emp-not-inc,423262
48,Local-gov,265793
47,Self-emp-not-inc,206122
21,Private,263532
73,Local-gov,107740
36,Private,45613
29,Private,236382
47,Private,97871
35,Private,140377
24,Private,218139
58,Self-emp-inc,163483
37,Local-gov,28291
57,?,171007
34,Federal-gov,28980
51,Private,135884
29,Private,106448
26,Private,210569
34,Local-gov,41466
59,?,169251
29,Private,285295
69,Private,173043
22,Local-gov,42015
66,Local-gov,36725
28,Private,100238
26,Private,217863
29,Private,101397
32,Private,217280
53,?,149798
42,Self-emp-inc,209991
17,?,110769
22,Private,280876
22,Private,213923
24,Private,110150
21,Private,185261
26,Federal-gov,124671
65,?,149849
25,Private,451558
29,Private,426440
17,Private,318192
28,Local-gov,271345
36,Private,105838
36,Private,136349
36,Private,81389
40,Private,161873
44,Local-gov,98084
51,Federal-gov,138417
53,Private,201090
36,Private,241647
33,Self-emp-inc,58259
31,Private,254722
66,Private,103725
59,?,178152
22,?,243558
21,Private,186665
24,?,198330
35,Private,234485
26,Private,353624
56,Private,140368
25,Private,305989
27,Private,256344
30,Private,314826
42,Self-emp-inc,304476
40,Local-gov,306906
36,Self-emp-inc,311534
34,Local-gov,90166
23,Private,134662
27,Private,177385
75,Self-emp-not-inc,25970
19,Private,367498
39,Private,195688
75,Private,227484
72,Self-emp-inc,348486
21,Private,325393
28,Self-emp-inc,349856
32,Self-emp-not-inc,156663
44,Private,248240
30,Private,40152
24,Private,258087
21,?,109627
37,Private,385030
44,Self-emp-inc,160551
32,Private,96711
26,Private,220160
30,Self-emp-inc,158649
18,?,282696
40,Private,109368
43,Private,179280
49,Federal-gov,41927
42,Self-emp-not-inc,45791
29,Private,26128
38,Private,29917
21,Private,123529
45,Private,123516
17,Private,63177
20,Private,147056
24,Private,358976
29,Self-emp-not-inc,332010
55,Private,197526
50,Private,209812
56,Local-gov,188690
19,Local-gov,197807
38,Private,157449
36,Private,81663
44,Private,201801
19,Private,99180
24,Private,239646
20,Private,789143
37,Private,207336
17,?,702689
79,Local-gov,31617
47,Self-emp-inc,131418
51,Private,174819
42,Private,44398
72,Self-emp-inc,107519
52,Private,191967
38,Local-gov,122202
47,Private,214233
44,Private,181139
70,Local-gov,135589
34,Private,391536
51,Private,57895
44,Private,348897
18,?,199985
18,Private,87194
20,Private,159926
34,Private,259912
28,Private,94360
44,Private,163255
22,Private,191209
62,Self-emp-inc,28633
23,?,180099
54,Private,152197
35,Private,89685
42,Private,132319
41,Private,169736
26,Private,237693
17,Local-gov,67989
33,?,230319
43,?,90458
17,Private,109789
23,Private,36441
61,Private,294741
51,?,242132
79,Self-emp-not-inc,31953
28,Private,417624
35,Local-gov,157650
30,State-gov,61148
30,Private,80193
71,Private,117661
28,Private,205857
80,Self-emp-inc,219109
28,Private,131623
65,Private,191060
64,Self-emp-not-inc,369409
43,Private,204615
19,Private,342667
21,Private,100328
46,Private,259871
38,Self-emp-not-inc,169564
41,Private,67655
50,?,187478
40,Private,333184
19,?,306332
54,?,153371
35,Local-gov,35571
23,Private,455953
48,Private,250861
29,Local-gov,43673
19,?,205446
30,Private,253205
57,Private,60587
19,Private,98145
40,Local-gov,50764
51,Local-gov,130107
23,?,88947
56,Private,137330
34,Private,53398
30,Self-emp-inc,128002
35,Local-gov,140005
32,Private,91393
48,Private,112636
20,Private,361034
36,Local-gov,383411
36,?,378721
17,Private,157312
50,Self-emp-not-inc,31286
26,Private,185666
31,Private,282361
39,Private,205807
28,Local-gov,247119
27,Local-gov,105132
46,Private,78489
38,Private,45698
44,Private,382529
67,Self-emp-not-inc,117186
40,Private,115593
51,Federal-gov,287087
50,Federal-gov,52549
17,Private,147057
38,Private,210424
45,Private,196622
40,Private,185173
32,Private,38039
25,Private,181231
20,Private,394751
40,Federal-gov,121573
18,Private,85543
34,?,189263
27,Private,153421
41,Federal-gov,52074
18,?,195749
17,Private,311320
30,Private,42164
28,?,25053
17,Private,85908
47,Private,45872
50,Private,146402
50,Private,123379
18,Private,70769
45,Private,224924
25,Private,75919
47,Self-emp-inc,186673
29,State-gov,113910
27,Federal-gov,39446
39,Private,112718
53,Private,188096
45,Self-emp-inc,201781
52,Private,212686
44,Private,125782
55,Private,235022
33,Self-emp-inc,195999
32,Private,194091
23,Private,171796
27,Local-gov,98395
47,Local-gov,220886
38,Local-gov,262774
32,?,41858
52,Private,185544
32,Private,210336
51,?,311300
45,Private,342475
28,Private,310409
42,Private,191566
25,Private,106550
38,Self-emp-not-inc,223568
31,Private,61341
18,Private,360791
17,Private,114831
46,?,114092
37,Private,50179
27,Private,490668
44,Private,211110
34,Self-emp-not-inc,208542
17,Private,203141
45,Local-gov,98421
48,Private,377446
43,Private,283210
27,Private,301068
27,Private,143604
28,Private,314059
50,Private,79664
30,Private,33693
48,Private,103313
39,Self-emp-inc,189579
41,Local-gov,51023
56,Private,172367
42,State-gov,69731
60,Private,128688
46,Private,187644
46,Local-gov,219219
19,Private,85635
61,Private,93338
18,Private,369977
33,Private,97154
43,Private,371926
33,Private,23921
34,Private,268074
52,Private,244475
40,Federal-gov,81355
34,?,140799
42,Private,45749
42,Self-emp-not-inc,289317
62,Private,184753
53,State-gov,93015
26,Private,132736
44,Private,104275
41,Private,168634
31,Private,100595
49,Private,191109
52,Local-gov,46043
41,Private,118093
25,Private,205800
19,Self-emp-not-inc,66745
39,Private,138718
19,Private,284103
22,Private,103655
62,Self-emp-not-inc,41832
51,Self-emp-inc,394942
45,Self-emp-not-inc,30418
55,Federal-gov,168385
38,Private,385527
73,Self-emp-inc,177048
26,Private,183552
32,Federal-gov,260935
37,Private,200234
28,Private,350999
51,Local-gov,122380
40,Private,27260
29,Private,241707
28,Local-gov,247708
42,Private,189155
17,?,377390
33,Private,165322
70,Local-gov,150298
44,Private,171003
40,Private,224765
38,Private,160101
45,Private,104526
24,Self-emp-not-inc,85871
29,Private,164565
40,Private,107755
60,Private,214638
41,Private,149417
64,Private,109682
40,Private,415898
53,Private,259955
38,Private,94034
31,Private,175086
67,Private,137212
72,?,99151
37,Private,191909
18,Private,70409
17,Federal-gov,42197
29,Federal-gov,144764
28,Private,38380
53,Private,161390
29,Private,359698
18,Private,508085
41,Local-gov,190781
47,Self-emp-not-inc,293592
63,Private,64543
54,Private,107974
45,Private,44785
41,Private,175253
20,Private,293382
32,Private,82919
54,Private,94405
50,Local-gov,175556
52,Private,180427
22,Private,355830
72,Self-emp-inc,127833
24,Private,133151
29,Private,95229
66,Federal-gov,220998
37,Private,404376
32,Private,240594
39,Private,282722
45,Private,185533
22,Private,21272
45,Private,181744
43,Private,40638
76,Private,92058
33,Private,341911
50,Private,232802
31,?,251714
27,Private,124499
39,Local-gov,284267
31,Private,166384
35,Private,178040
32,Private,390521
39,Local-gov,282827
46,Self-emp-inc,157042
54,Private,84084
25,Private,215944
49,Private,22125
65,Private,155566
20,Federal-gov,194472
35,Private,94007
26,Self-emp-inc,184045
45,State-gov,218447
54,Private,120543
65,Private,36630
31,Private,175689
28,Private,92078
44,Self-emp-not-inc,298646
44,Private,161472
60,Private,137499
59,Private,34717
48,Self-emp-inc,191679
62,Private,334622
17,?,190000
19,Self-emp-not-inc,214088
41,Private,184248
45,Self-emp-not-inc,177627
42,Private,31779
60,Local-gov,217443
56,Private,219980
41,Self-emp-inc,91222
17,Self-emp-not-inc,96452
31,Private,87292
20,?,298575
30,Private,72147
40,Local-gov,121044
31,Private,164168
51,Private,41340
36,Private,304830
49,Private,176262
25,Private,263919
37,Private,340330
26,?,392066
42,Private,95134
23,Local-gov,184066
17,Private,155263
52,Private,341129
63,Self-emp-inc,296852
66,Private,181737
21,Private,157303
18,Private,364802
45,Private,38734
27,Self-emp-inc,104165
31,Self-emp-not-inc,47358
28,Private,325653
43,Private,215390
62,Private,113789
30,Private,161964
39,Federal-gov,122315
46,Self-emp-inc,232860
23,Private,43395
38,?,209527
49,Private,161573
52,Private,135089
29,Private,97040
22,Private,201579
28,Private,45088
39,Local-gov,177485
52,Self-emp-inc,163414
31,Local-gov,179705
17,Private,459091
35,Self-emp-inc,185963
22,Private,170843
46,Private,195482
43,Private,157807
27,Private,202038
17,Private,425325
45,Private,214029
36,Private,191838
38,Private,31291
23,Private,140188
18,Private,355218
29,?,332968
60,Private,132590
43,Private,101917
44,Private,148615
52,Federal-gov,113578
63,Private,381927
36,Private,227449
55,Private,89616
22,Private,258952
18,Private,107801
51,Private,93125
73,Local-gov,143121
37,Private,315151
47,Private,325552
40,Private,96668
55,Private,294813
33,Local-gov,347310
17,Private,431813
37,Private,188616
43,Self-emp-not-inc,171085
36,Local-gov,182084
20,Private,336659
50,Self-emp-not-inc,269485
42,Private,45508
47,Federal-gov,213031
17,Private,355794
31,Private,27646
17,Private,119237
56,Private,140395
46,Self-emp-not-inc,313861
27,Private,43826
18,Private,118004
36,Private,222022
37,Private,24604
42,Private,367455
24,Private,200314
61,Private,239315
46,Self-emp-inc,184343
42,Private,87974
30,Private,148795
22,Private,117705
63,Private,341719
38,Federal-gov,142885
30,Self-emp-inc,184560
38,Private,242411
35,Private,87777
29,Self-emp-not-inc,191958
87,Private,47328
19,Private,178614
27,Private,28518
35,Private,100701
17,Private,321582
31,Private,28186
45,Private,38243
32,Private,179838
29,Private,224240
37,Local-gov,137745
52,Private,53381
18,Self-emp-not-inc,84557
24,Self-emp-not-inc,104459
22,Private,281232
28,Private,96592
67,Local-gov,105349
42,Private,25275
31,Private,196839
64,Private,245579
50,Self-emp-inc,31295
31,Federal-gov,74054
30,Private,299661
28,State-gov,151743
35,?,129501
44,Local-gov,354576
33,Private,80453
34,Private,233978
35,Private,133412
17,State-gov,38087
41,Private,221772
30,Private,225375
41,Private,167400
49,State-gov,295393
30,Private,43362
47,Local-gov,105735
43,State-gov,361645
30,Private,127780
17,Private,175218
48,Self-emp-not-inc,181505
37,Private,355486
26,Private,221459
49,Private,211571
36,Private,190862
57,Private,141608
31,Private,42186
26,Self-emp-not-inc,166576
46,Private,195755
50,Private,177258
60,Private,118849
40,Private,188237
48,?,222633
61,Federal-gov,187032
43,Private,200593
33,Self-emp-not-inc,185714
51,Private,65536
46,Private,312641
32,Private,158733
70,Self-emp-not-inc,198259
43,Local-gov,345473
34,Self-emp-not-inc,103534
42,Private,134155
56,State-gov,194175
50,State-gov,58816
47,Self-emp-not-inc,260283
33,Federal-gov,267460
21,Private,415422
48,Private,239312
73,Private,105785
26,Local-gov,414866
50,Local-gov,90593
31,Private,262022
57,?,209315
38,Self-emp-not-inc,20193
30,Private,271998
28,Private,195749
50,Private,199943
30,?,394031
17,?,278075
47,?,315775
48,Local-gov,154988
37,Private,199332
31,Self-emp-inc,188689
36,Private,85353
38,Private,237386
30,Private,308884
78,Private,367252
26,Self-emp-not-inc,164171
27,Private,150504
27,Private,168187
58,Self-emp-not-inc,158083
67,Private,210732
24,Private,229582
36,Private,527518
41,Self-emp-not-inc,38370
22,Private,114148
40,Private,180004
30,Private,89753
35,Local-gov,206800
75,Private,139005
33,Private,218408
29,Private,94338
20,Private,288627
32,Private,211725
17,?,302939
21,Private,112315
35,State-gov,189205
66,?,30560
50,Private,181110
42,Private,130440
28,Self-emp-inc,209637
19,?,38875
48,Self-emp-inc,37656
81,Local-gov,113258
44,Private,97001
28,Federal-gov,329806
24,Local-gov,170957
48,Private,226563
29,Private,217776
76,Private,98090
25,Private,268209
55,Private,178504
54,Private,214570
29,Private,366809
48,Local-gov,237844
52,Private,31119
28,Private,263675
21,Private,95045
25,Private,195943
49,Self-emp-inc,324154
43,Federal-gov,135471
43,Federal-gov,175001
57,Private,414542
28,Local-gov,102574
43,Private,162384
47,Private,207694
25,?,347057
50,Private,205567
27,Local-gov,346026
27,?,227137
38,Local-gov,32338
52,Private,138547
33,?,291202
26,Private,164136
25,Private,139366
50,Private,248012
22,Private,190484
27,Local-gov,170411
58,Federal-gov,31208
18,Private,26484
39,Private,236914
30,Private,209934
44,Local-gov,302321
37,Private,360722
26,Private,317770
45,Federal-gov,164247
48,Local-gov,50016
40,Private,186896
49,?,146427
26,Self-emp-inc,40787
17,?,149124
22,Private,90992
29,Private,25745
59,Private,114072
37,Private,114625
26,Private,64696
17,Private,114412
21,?,39805
17,Private,186627
75,State-gov,148876
28,Self-emp-not-inc,88430
55,?,39529
35,Private,192340
73,Self-emp-not-inc,144880
43,Private,61949
70,Private,249887
30,Private,130300
39,Private,107962
23,Private,291071
28,Private,90112
73,Private,183022
23,Private,182912
17,?,355329
42,Private,72496
27,Private,185483
52,Local-gov,86744
30,Private,179870
45,Private,160283
47,Self-emp-inc,203424
19,Private,490688
60,Private,78069
43,Local-gov,116735
46,Private,194330
44,Self-emp-inc,144844
21,Private,65777
30,Private,97476
29,Private,158593
45,Private,17056
43,Private,189801
39,Self-emp-not-inc,35954
23,Private,25321
32,Private,268743
33,Private,154324
43,Federal-gov,43401
46,Private,220648
54,?,309345
