age,type_employer,fnlwgt
31,Private,337505
27,?,190650
20,Private,224424
35,Private,168817
42,State-gov,178897
36,Local-gov,359001
60,?,204486
28,Private,286452
54,Private,257869
22,Private,225272
39,Self-emp-not-inc,34066
36,Private,141584
30,Self-emp-not-inc,229741
40,Self-emp-not-inc,172560
20,Self-emp-inc,266400
43,Private,117915
23,Private,239539
19,Private,258633
42,Federal-gov,25240
24,Private,174714
55,Private,102058
51,Private,292110
33,Self-emp-not-inc,182926
33,Private,83231
43,Private,115806
41,Self-emp-inc,244172
54,Private,37237
40,Private,356934
42,Private,235786
35,Private,410034
43,Private,218558
55,Private,401473
28,Private,183780
30,State-gov,270218
24,Private,200593
52,Self-emp-inc,101017
49,Private,117095
23,Private,129980
56,Private,174864
70,?,306563
24,Private,376474
20,Private,37783
57,Local-gov,167457
63,Self-emp-not-inc,179400
38,Private,154210
49,Self-emp-not-inc,167281
26,Private,417941
23,Private,49296
52,Private,129177
37,Private,82521
43,Private,187164
30,Private,323833
24,Private,83783
19,Self-emp-not-inc,73514
44,Private,167725
25,Private,76978
21,Private,202871
22,Private,181313
24,Private,124751
33,Self-emp-not-inc,520078
39,Private,258037
20,State-gov,37482
29,State-gov,103389
49,Private,121124
46,Private,117310
36,State-gov,177064
34,Federal-gov,207284
47,Local-gov,193012
35,Self-emp-not-inc,28996
27,Private,285897
41,Private,306405
62,State-gov,39630
27,Self-emp-not-inc,132686
65,?,193365
31,Private,397467
77,Local-gov,177550
36,Private,410034
38,Federal-gov,65706
31,Private,211242
52,Private,230657
66,Self-emp-not-inc,274451
30,Private,191571
32,Self-emp-not-inc,295010
33,Private,112847
64,Private,119506
38,Private,78247
29,Private,190777
26,Local-gov,117833
21,Private,347292
44,Private,148316
25,Private,181054
31,Private,91964
35,Private,102976
35,Private,240458
37,Private,44780
43,Private,163985
27,Private,141545
29,Private,258862
36,Private,248445
53,?,64322
47,Private,145886
22,Private,190457
56,Private,197875
38,Private,33394
49,Private,84298
44,Private,320984
19,Private,85690
47,Private,161950
43,Private,112494
48,Private,233511
20,Private,382153
29,Private,446559
37,Private,22463
35,Private,334291
27,Private,182843
54,Private,181132
26,Private,55860
37,Private,538443
41,Private,118212
52,Local-gov,48413
17,Self-emp-inc,151999
61,Private,166789
41,Local-gov,66118
24,Private,148315
38,Self-emp-inc,141584
40,Private,201764
28,?,268222
18,Private,41973
48,State-gov,78529
43,Private,198203
49,State-gov,183710
19,Private,100790
51,Private,467611
25,Private,222089
39,Private,346478
43,Private,145762
42,Private,234508
33,Private,200246
19,?,177923
56,Private,365050
43,Federal-gov,101709
33,Private,341187
18,Private,56613
33,Private,185336
31,Private,595000
56,Self-emp-not-inc,206149
21,Private,191460
20,Private,421474
19,Private,348867
45,Private,54314
35,Private,170092
33,Private,377692
46,Private,31432
81,Private,201398
31,Private,73796
22,State-gov,264102
24,Private,229773
36,Private,189382
28,Private,363257
31,Private,188246
39,Private,53569
23,?,191910
37,Private,238433
28,Private,183639
24,Private,100345
21,Private,196742
23,Private,325596
42,Private,157443
41,Self-emp-not-inc,188738
45,Private,462440
36,Private,188563
38,Private,198751
67,?,194456
51,Private,183611
51,Private,75640
43,Private,198316
51,State-gov,196504
28,Private,76714
23,Private,50953
46,Self-emp-not-inc,98881
31,Private,339482
21,?,399449
26,Private,210812
42,Private,247695
17,Private,438996
23,Private,292264
51,Private,340588
54,Self-emp-not-inc,175804
33,Private,129707
39,Private,282489
51,Private,108233
53,Private,90624
53,State-gov,123011
37,Private,174150
23,Private,179413
40,Private,142657
43,State-gov,114508
29,Local-gov,92262
49,Federal-gov,362679
35,Private,208259
40,Self-emp-not-inc,280433
29,Private,163265
17,Private,262511
38,Private,220694
20,Private,218068
66,?,107112
49,Local-gov,116892
45,Private,35136
55,Self-emp-inc,189933
24,Private,97676
27,Private,150767
27,Local-gov,332785
26,Private,137678
46,Private,172581
58,Private,202652
46,Private,180695
37,Private,286026
32,Private,209538
20,Private,66917
55,Federal-gov,321333
35,Private,354520
21,Private,174907
51,Private,230858
51,Private,175246
61,Private,716416
31,Private,32289
31,Private,143851
20,Private,110597
25,Private,138765
31,Private,216827
54,Self-emp-not-inc,71344
42,Federal-gov,172307
56,?,656036
24,Private,279041
22,Private,200318
23,?,27415
60,Private,258869
48,Private,193075
58,Private,94345
32,Private,36467
21,Private,253190
24,Private,157332
32,Private,262024
24,Private,228649
52,Private,153155
39,Private,38721
27,Private,41099
41,Private,185145
62,Without-pay,170114
19,Private,298435
63,Local-gov,214275
44,Private,462838
58,Private,49159
23,Private,91658
45,Private,101825
44,Private,184378
22,Private,228752
19,Private,124906
40,Self-emp-not-inc,165108
53,Private,121441
28,Private,102533
56,Private,295067
37,State-gov,166744
18,Private,446839
70,Private,206232
40,Private,336707
17,Private,120676
44,Private,237993
38,Local-gov,230054
34,Local-gov,382078
45,Local-gov,45501
61,Private,166124
46,Private,107425
33,Private,177331
30,Private,112650
42,Self-emp-inc,120277
59,Private,75541
18,Private,276540
59,Private,21792
48,Federal-gov,96854
44,?,208726
36,Private,192939
26,Private,248990
18,Private,352640
65,Private,461715
29,Private,299705
28,Private,203171
55,?,227203
41,Local-gov,33068
33,Private,183845
24,Private,218678
40,Private,190122
26,Private,262617
42,Self-emp-not-inc,140474
39,Private,215150
41,Private,352834
28,Private,480861
65,Private,56924
37,Self-emp-not-inc,42044
29,Private,255364
22,Private,129508
42,Federal-gov,230438
33,Private,147430
28,Private,157624
25,Self-emp-not-inc,182809
39,Private,182828
29,Private,255476
19,Private,86150
60,Private,200235
64,State-gov,105748
17,Private,198146
40,Local-gov,329341
65,Private,228182
34,Private,303187
36,Private,316298
60,Private,73069
60,Private,108969
57,Private,124771
21,?,123727
21,Private,52753
47,Private,343742
33,Private,259931
48,Private,125120
57,Private,118993
26,Private,182380
52,Local-gov,175339
29,Private,216479
63,Private,111963
48,Private,56071
32,Private,102858
59,Private,169982
43,Private,223881
52,Private,284129
17,Private,52967
41,Private,118921
20,Private,56322
25,Private,183575
39,Private,237943
49,Self-emp-inc,315998
44,State-gov,111483
41,Private,146908
50,Self-emp-not-inc,43705
60,Private,199085
73,Private,147551
39,Local-gov,167864
34,Private,122116
50,Private,118058
30,Private,149118
43,Federal-gov,233851
48,Private,136455
22,Private,376393
34,Private,136331
33,Private,231043
43,Federal-gov,287008
53,Private,211654
21,?,34446
23,Private,390348
32,Private,42900
36,Private,65382
33,Private,48010
57,Self-emp-inc,127728
35,Self-emp-not-inc,350247
26,Private,222539
24,Private,162312
46,Private,269045
45,Private,411273
37,Local-gov,105803
59,Private,188041
30,Private,213722
33,Private,252708
32,Local-gov,257849
59,Self-emp-not-inc,174056
25,Private,221078
49,Private,296849
52,Private,204584
37,Local-gov,297449
34,Private,80933
45,Self-emp-not-inc,216402
24,Private,180060
62,Private,173601
42,Local-gov,318046
55,Private,117477
54,Private,165001
49,Self-emp-not-inc,48495
34,Self-emp-not-inc,304622
25,?,32276
25,Private,120238
28,Private,25955
24,Private,220993
35,?,139854
38,Self-emp-not-inc,344480
42,Private,57600
53,Local-gov,321770
28,Private,278552
28,Private,331381
43,Private,212888
70,Self-emp-not-inc,124449
17,Private,152710
42,Self-emp-inc,191196
33,Private,171889
30,Private,203258
37,State-gov,49105
37,Private,89559
47,Private,133758
35,Private,174856
62,Self-emp-not-inc,71467
24,Private,148320
26,Private,159603
55,?,449576
34,Local-gov,255098
68,Private,156000
56,Private,103948
20,Self-emp-not-inc,132320
45,Private,241350
50,Self-emp-inc,175339
21,Private,57827
45,Private,168262
28,Private,270973
37,Federal-gov,125933
40,Private,104719
65,Private,444725
41,Local-gov,97064
54,Federal-gov,57679
35,Private,110538
54,Private,143865
27,Private,245661
46,Private,278322
60,Self-emp-not-inc,264314
53,?,133963
67,?,201657
42,Private,227466
21,Private,89154
23,Private,117767
34,Self-emp-not-inc,151733
63,Private,124242
41,Private,115849
44,Private,172160
63,Private,149756
37,Federal-gov,38948
36,Private,218948
31,Private,211334
36,Private,209993
31,Private,127215
58,Self-emp-not-inc,93664
55,Private,239404
45,Private,216414
37,Private,175390
37,Private,179088
49,Federal-gov,77443
40,Private,183096
38,Private,194809
36,State-gov,243666
23,Private,342769
50,Private,193746
42,Local-gov,99554
17,Self-emp-not-inc,228786
40,Private,171305
19,State-gov,176634
59,Federal-gov,298449
44,Private,33895
24,Private,188073
46,Private,375606
49,Private,155489
40,State-gov,67874
26,Private,120238
32,Private,111836
57,Private,453233
37,Private,380614
44,Private,34218
54,Private,128378
50,Private,107665
33,Private,348618
22,Private,344176
36,Private,210452
23,?,191444
32,Private,40142
38,Private,22245
42,Self-emp-not-inc,103759
62,Self-emp-not-inc,142139
19,Private,119075
50,Private,275181
30,Private,194141
31,Private,328734
33,Local-gov,289716
47,Private,257824
28,Private,154863
62,Private,174201
29,Local-gov,270421
19,Private,344592
37,Private,217838
58,Private,107897
20,Private,505980
37,Private,213008
69,?,92852
24,Private,324445
17,?,179715
38,Private,102478
21,Private,249150
28,Private,132686
59,Private,128258
53,Private,23698
47,Self-emp-not-inc,159869
50,Private,93730
25,Self-emp-not-inc,195000
26,Private,177147
39,Private,188148
20,Private,214238
45,Self-emp-inc,40666
50,Private,146310
61,Private,101265
20,Private,316702
23,Private,259301
48,Private,114561
32,Private,294121
27,Private,107458
19,Private,247679
36,Local-gov,293358
22,?,196280
67,?,110122
18,Private,31983
27,Self-emp-not-inc,328119
42,Private,247514
36,Private,324231
44,Private,192878
24,Local-gov,317443
19,Private,357059
27,Private,271603
62,Private,77884
44,Private,322391
39,Self-emp-not-inc,339029
39,Self-emp-not-inc,154641
27,Private,115945
50,Private,126566
30,Private,224462
30,Private,85374
58,Private,52090
66,Local-gov,261062
57,Self-emp-inc,195835
31,Private,59083
17,Private,171461
39,Private,32146
39,Private,140477
50,Private,279337
39,Private,276559
49,Self-emp-not-inc,179048
27,Private,82242
20,Private,41721
61,Self-emp-inc,134768
19,?,292774
22,Private,377815
52,Federal-gov,123011
36,Private,99374
35,Private,185366
46,Private,202560
43,Private,266439
49,Self-emp-inc,131826
22,Private,173736
60,Private,202226
17,Private,347000
28,Private,110169
33,Private,119176
63,Private,214071
64,Private,102470
44,Self-emp-not-inc,168443
59,Private,175689
45,Private,40666
24,Private,196943
29,Private,309778
18,Private,157193
24,Private,100605
30,Local-gov,311913
28,Private,408473
17,Private,166360
57,Local-gov,215175
39,Private,80680
58,Local-gov,36091
27,Private,174419
28,Federal-gov,42003
36,Private,398575
38,Private,202937
58,Private,285885
24,State-gov,133586
34,Private,30497
73,Self-emp-not-inc,256401
52,Self-emp-not-inc,100480
57,Private,109638
30,Private,186346
18,?,196061
31,Private,163003
42,Private,66118
49,Private,128132
45,Private,257609
37,Private,232614
45,Private,59380
29,Private,359155
37,Local-gov,239161
21,Private,34568
54,Private,204304
31,Local-gov,381153
19,Private,201743
50,State-gov,159219
42,Private,340234
38,Self-emp-not-inc,129573
50,Private,205803
23,Local-gov,145112
39,State-gov,85874
49,Local-gov,79019
43,Private,111895
25,Private,199143
44,Self-emp-not-inc,75065
51,Private,159755
35,Self-emp-not-inc,22641
42,Private,196797
21,Private,372636
31,Private,257644
64,Private,110150
35,Self-emp-not-inc,112497
26,Private,78172
60,Private,52152
68,?,103161
40,Private,110862
17,Local-gov,340043
56,Local-gov,391926
24,Private,176486
31,Local-gov,331126
23,Private,13769
19,Self-emp-not-inc,67929
29,Private,31659
45,Private,207540
25,Private,192735
36,?,112660
51,Self-emp-not-inc,46401
51,Federal-gov,282680
51,Local-gov,289390
21,Private,260254
30,Private,307353
31,Private,141288
36,Private,124111
29,Private,370242
46,Private,150499
32,Private,149787
25,Private,208881
45,Private,168262
49,Private,125421
19,Private,57067
49,Private,165539
48,Private,278039
35,State-gov,184659
42,Private,188243
18,Private,234428
70,Private,304570
25,Private,176756
74,Self-emp-not-inc,192413
35,Private,207676
47,Federal-gov,160647
25,Private,177147
22,Private,23940
42,Private,169948
28,Private,300915
58,Private,121111
38,Private,195686
39,Federal-gov,219137
47,Private,180277
22,Federal-gov,216129
44,State-gov,55076
44,Private,27242
34,Private,211948
40,Self-emp-inc,279914
41,Private,115932
32,Private,227669
47,Self-emp-inc,206947
43,Private,197093
46,Local-gov,125892
25,Private,91334
40,Federal-gov,73883
41,Self-emp-not-inc,193459
54,Private,229983
39,Private,105813
28,Federal-gov,341709
31,Private,122116
36,Private,213277
46,Private,165937
17,?,304873
20,Private,70708
49,Local-gov,67001
88,Self-emp-not-inc,187097
57,Private,207604
36,Private,228157
26,Private,244495
58,Private,244605
33,Local-gov,177216
27,?,96219
55,Private,127677
37,Private,263094
24,State-gov,324637
26,Private,491862
51,?,130667
24,Private,142566
27,State-gov,192355
33,State-gov,85632
38,Local-gov,91711
32,Private,394708
40,Private,216116
31,Private,57151
27,Private,136077
70,Local-gov,111712
25,Private,323545
34,Private,87218
43,Private,108945
23,Self-emp-not-inc,40323
29,Local-gov,115585
37,Private,64922
53,Local-gov,216931
37,Local-gov,108320
49,Private,124356
26,Private,190762
38,Private,196554
23,Private,206129
26,Private,190027
33,Private,234067
45,Private,543922
31,Private,400535
43,Private,112763
24,Private,208946
47,Private,194772
34,Private,174789
42,Private,162884
18,Private,101709
40,Private,168113
24,?,166437
30,Private,190040
22,State-gov,157332
65,Private,225580
38,Private,152307
39,Private,252445
51,Private,277471
46,Private,56841
55,Private,380357
53,State-gov,195690
50,Federal-gov,186272
31,Private,241797
25,Private,405281
29,Private,229729
48,Local-gov,144122
43,Private,397963
30,State-gov,112139
29,Self-emp-not-inc,151476
24,Private,73514
54,Private,96062
38,Private,26987
54,Private,197189
59,Private,277034
48,Private,103648
35,Private,91839
79,Self-emp-not-inc,158319
36,Private,122240
33,Self-emp-not-inc,235271
46,Private,73434
21,Private,176690
44,Private,227065
47,Federal-gov,168191
47,Private,176239
47,Private,114882
45,Local-gov,53123
27,Private,257302
41,Private,166813
37,Private,51198
25,Private,92093
59,Private,96840
77,Self-emp-not-inc,72931
38,Private,308798
44,Private,59474
32,Self-emp-not-inc,33124
27,Private,142075
20,Private,112668
24,Private,211968
19,Private,243373
47,Federal-gov,326048
32,Local-gov,206609
28,Private,31842
35,Self-emp-not-inc,28987
33,Private,231413
34,Private,34848
42,Private,180019
20,Private,216436
23,Private,53245
32,Self-emp-not-inc,261056
48,Private,379883
68,State-gov,420526
26,Self-emp-not-inc,163189
44,?,210875
21,Local-gov,176998
70,Self-emp-not-inc,280639
36,Private,150548
22,Private,378104
45,Private,165346
64,Private,260082
48,Private,209460
43,Private,255586
33,Local-gov,254935
61,Private,110920
27,Private,207611
29,?,522241
50,Self-emp-not-inc,91103
17,Private,260797
31,Private,182539
60,Private,166789
52,Private,48925
33,Private,85043
25,Private,456618
26,Private,39092
59,Private,117059
36,Private,411797
24,Private,177287
38,Private,224584
28,Private,212588
36,Private,218729
19,Private,238474
33,Private,236481
34,Self-emp-not-inc,196791
36,Self-emp-inc,186035
50,Private,287927
30,?,157289
77,?,143516
50,Self-emp-not-inc,155118
18,Private,179203
67,Self-emp-not-inc,40021
59,Local-gov,120617
37,Private,241998
27,Private,47907
32,Local-gov,210973
40,Private,27821
19,Private,278480
42,Private,144778
36,Private,531055
60,Private,139586
57,Private,106910
55,Private,209476
41,Private,138868
32,Private,70985
62,Private,266624
21,Self-emp-not-inc,25631
31,Federal-gov,386331
18,Private,338632
25,Private,511331
43,Private,214781
32,Private,29144
24,Local-gov,229005
18,?,24688
51,Private,257485
49,Private,175305
31,Local-gov,400535
57,Private,233382
50,Private,155433
35,Private,343476
65,?,117963
24,Private,206827
57,Private,335605
48,Local-gov,67229
29,Private,438429
90,Private,87372
54,Private,186224
47,Private,221666
20,Private,64292
22,?,131573
30,Private,446358
64,Private,174826
27,Private,405765
43,Local-gov,115603
47,Private,386136
40,State-gov,26598
66,Private,147766
82,Self-emp-not-inc,240491
21,Local-gov,129050
51,Self-emp-not-inc,218311
49,Self-emp-not-inc,122584
33,Self-emp-not-inc,195891
33,State-gov,119628
50,Private,35224
57,Private,141326
37,Private,191137
31,State-gov,176998
39,Self-emp-not-inc,363418
20,Private,256796
38,Private,186191
51,Self-emp-inc,98980
21,State-gov,99199
22,Private,117606
37,Private,135089
57,Private,166107
78,?,109498
63,Self-emp-inc,165667
34,Private,199934
18,Private,201901
26,Local-gov,197430
28,Private,295163
60,Self-emp-not-inc,71457
32,Private,80058
45,Private,105779
22,Private,167868
26,Self-emp-inc,366662
28,Private,227104
38,Federal-gov,137953
35,Private,180686
17,Private,198124
54,Private,29909
48,Private,149337
20,Private,280714
49,Private,176814
45,Private,281574
51,Private,143822
29,Private,272913
52,Private,147629
21,Private,183747
34,Private,108454
46,Private,58683
39,Private,127772
64,State-gov,169914
37,Private,262278
75,Self-emp-not-inc,157778
46,State-gov,265554
53,Federal-gov,174040
39,Private,111000
72,?,144461
25,Local-gov,270379
36,Private,154410
73,Self-emp-inc,92886
46,Self-emp-not-inc,138626
40,Private,124520
32,Private,351770
19,Private,574271
25,Private,167031
50,Local-gov,237356
54,Private,156003
38,Private,407068
22,State-gov,247319
28,Private,89718
28,?,303674
34,State-gov,259705
59,State-gov,109567
27,Private,445480
34,Private,114691
41,State-gov,47902
34,Private,113751
20,Private,183594
19,?,197057
33,Private,69748
21,Private,227986
33,Private,284531
44,Self-emp-not-inc,104196
32,Self-emp-not-inc,298332
52,Self-emp-inc,90363
28,Private,302903
34,Federal-gov,67083
42,Private,33895
41,Private,152529
30,Self-emp-inc,292465
38,Private,380543
28,Self-emp-not-inc,282398
54,Private,64421
33,Private,63079
32,Local-gov,247156
36,Private,151029
23,Private,117618
23,Private,178207
33,Self-emp-not-inc,37939
24,Private,165107
35,Local-gov,38948
28,Private,192932
33,State-gov,220066
18,Private,249857
41,Private,424478
32,Self-emp-not-inc,337696
42,Local-gov,277256
24,Private,306460
20,Private,37894
53,Private,108083
37,Private,210830
57,Private,156040
45,Private,239864
41,Private,107584
34,Private,213307
24,Local-gov,115222
25,Private,204219
27,Private,183523
25,Private,132661
58,Private,192806
33,Private,115496
42,Local-gov,191149
31,Private,101562
21,Private,201603
43,Private,249039
36,Private,81259
28,Federal-gov,183445
63,Private,133144
56,Self-emp-not-inc,200235
47,Local-gov,154430
21,Private,190227
59,Self-emp-not-inc,198145
41,Private,156566
59,Private,131869
36,Federal-gov,125933
48,Private,401333
40,Self-emp-inc,57233
50,Private,142073
33,Private,333701
36,Federal-gov,67317
35,Private,141276
47,Self-emp-not-inc,53292
33,Private,247205
51,Private,90275
25,Private,106889
54,Private,209464
42,Private,98427
23,?,138938
19,Private,138153
30,Private,426017
43,Private,143046
25,Local-gov,336320
40,?,253717
44,Private,144778
41,Federal-gov,27444
36,Private,49626
34,Private,181311
34,Private,133503
56,State-gov,274111
34,State-gov,334422
35,Local-gov,99146
18,Private,178142
53,Local-gov,146834
42,Private,204235
53,Private,350510
51,Private,95946
53,Private,151580
36,Private,58337
33,Private,295649
32,Private,130057
42,Self-emp-not-inc,303044
36,Private,188888
44,Local-gov,196456
31,Private,169589
45,Private,256866
27,Self-emp-inc,376936
28,Private,199903
28,Local-gov,194759
26,Private,160300
80,Self-emp-inc,164909
25,Private,226891
51,Private,153486
48,Self-emp-not-inc,373606
83,Private,195507
36,Self-emp-not-inc,151322
56,Private,235197
35,Private,48123
64,Self-emp-inc,132832
24,?,119156
47,Private,152572
23,Private,197286
35,State-gov,237873
52,Self-emp-inc,77392
20,Private,34568
19,Private,269657
33,Local-gov,70164
46,Federal-gov,104575
30,Private,177304
32,Private,242323
24,Private,140001
50,Private,271160
35,Private,261012
25,Private,173212
30,Private,94235
50,Private,231495
51,?,182543
40,Self-emp-not-inc,266324
31,Private,134613
28,Private,288598
39,Federal-gov,33289
27,Private,196044
17,Private,186890
41,Private,213351
62,?,122433
19,Private,571853
29,Private,158218
37,Private,201141
23,Private,211160
33,Private,147700
22,Private,192455
39,Private,117166
28,State-gov,210498
30,Private,154120
39,Local-gov,189911
34,State-gov,171216
21,State-gov,145651
43,Federal-gov,203637
40,Private,169262
42,Private,179533
31,Private,341672
46,Private,149640
58,Private,35520
41,Private,171234
20,Private,147344
29,Private,306420
46,Private,102318
62,Private,192866
34,Private,245173
44,Private,107584
23,Local-gov,115244
29,Private,46609
38,Private,165302
22,Private,205604
32,Private,185732
56,Private,244554
36,Private,220585
34,Local-gov,22641
58,Private,374108
59,Private,148844
33,Private,52240
18,Self-emp-inc,117372
22,Private,207940
29,Private,53147
31,Private,103435
40,Self-emp-inc,137367
32,Private,331539
23,Private,167692
19,?,112780
61,?,30475
18,Private,169882
29,Private,183627
51,Private,124963
20,?,386962
29,Private,224421
23,Private,38238
30,Private,96287
65,?,101427
47,Private,225065
26,Private,55743
45,Local-gov,255559
21,Private,421010
35,?,365739
55,Self-emp-not-inc,141122
60,Private,57371
86,Private,149912
29,Self-emp-not-inc,337944
45,Private,197038
38,Private,358682
21,Private,366929
39,Local-gov,327435
47,Private,102583
19,Private,220101
57,Federal-gov,278763
27,?,291547
51,Self-emp-inc,251585
34,State-gov,764638
56,Private,99359
23,Private,230824
43,Private,171087
61,Self-emp-not-inc,503675
50,Local-gov,173224
41,Local-gov,158688
17,Private,111593
68,?,152157
38,Self-emp-inc,478829
23,Private,203078
80,Private,87518
23,Private,202284
45,Self-emp-inc,201699
31,Private,36302
22,Federal-gov,274103
53,Private,177647
53,Private,208122
18,Private,78181
27,Private,32519
57,Private,366421
60,Private,181953
29,Private,327964
31,Local-gov,156464
41,Private,215479
47,Private,264052
19,Private,365871
34,Local-gov,283921
40,Local-gov,284086
64,State-gov,152537
61,Private,33460
18,Self-emp-not-inc,213024
54,Private,143804
47,Private,151584
23,Private,306639
34,Private,180714
35,Private,125933
18,Private,180039
24,Private,143766
22,Private,37932
22,Private,180060
19,?,356717
37,Private,103986
37,Private,330826
33,Private,26252
66,Self-emp-not-inc,325537
42,Private,285066
36,Private,148903
34,Private,236318
33,Private,44559
43,Private,149102
42,Private,45363
50,Private,378747
28,Private,190060
36,?,103886
37,Private,385330
82,?,29441
72,Private,249559
51,Private,136913
19,?,317988
23,Private,181820
48,Private,120131
17,Private,111332
43,Private,110556
27,Private,155057
47,Private,197836
26,Private,112847
43,Private,316183
39,Private,242922
19,Private,245408
59,Self-emp-inc,110457
21,Private,259351
42,Private,38389
59,Self-emp-not-inc,357943
58,Private,199067
20,Private,194630
24,Private,493732
44,State-gov,154176
23,Private,227471
39,Private,115215
28,?,424884
29,Private,168221
22,Federal-gov,104443
26,Private,128699
33,Private,232356
48,Private,265295
34,Local-gov,207383
32,Private,173998
31,Self-emp-not-inc,203463
58,Private,210673
67,Local-gov,181220
26,Private,247025
36,Private,337039
36,Private,170842
46,Private,119939
46,Private,282165
45,Private,167617
60,Private,131681
34,Self-emp-not-inc,137223
19,Private,73461
34,Private,299383
35,Private,22463
51,Private,914061
28,Private,104024
22,Private,216984
27,?,130856
28,?,80165
33,Self-emp-inc,206609
32,Private,174704
23,Private,442359
18,Self-emp-not-inc,296090
47,Private,22900
27,Private,169557
47,Private,223342
33,Private,87310
64,Private,298301
38,Private,166062
39,Private,297847
54,Private,146834
23,Local-gov,23438
17,Private,197850
50,Private,157043
39,Local-gov,344855
20,?,162667
24,Private,88095
35,?,257250
36,Private,132563
51,Private,169785
38,Private,114079
58,State-gov,21838
21,Private,203076
38,Private,162322
52,Private,200783
32,?,158784
28,Private,129882
63,?,222289
28,?,131310
52,Self-emp-inc,29887
33,Private,53373
19,Private,224849
32,Private,151773
46,Private,384795
19,Self-emp-not-inc,285263
37,Private,257042
18,Private,154089
21,Private,154556
42,Private,240255
48,Private,182655
36,Private,77820
53,Self-emp-not-inc,30008
46,Self-emp-inc,110457
25,Private,205337
58,Private,85767
23,Private,221955
22,Private,309620
60,Private,116230
34,Self-emp-not-inc,152493
30,Private,176862
26,Private,248990
54,Private,76268
62,Private,67320
17,Private,108085
62,Private,261437
29,Private,394927
41,Local-gov,98823
62,Self-emp-not-inc,171315
25,Private,236242
29,Private,201101
61,Private,53707
49,Private,122177
55,Private,205422
48,Private,109275
38,Local-gov,140854
28,Private,29444
30,Private,226943
22,Private,440934
28,Private,791084
38,Private,235379
31,Private,120672
20,State-gov,41103
60,State-gov,234854
44,Federal-gov,38321
54,Private,227832
28,Private,232782
44,Private,239876
21,Federal-gov,201815
31,Self-emp-not-inc,404062
29,Private,162312
27,Private,151382
51,Private,182187
57,Private,104996
46,Private,171228
63,Self-emp-not-inc,420629
33,Private,179708
32,Private,113364
30,Private,86808
90,Private,225063
17,Private,72321
34,Local-gov,112680
25,Private,190650
42,Private,13769
46,Private,192779
41,Private,174540
25,Private,78605
35,Private,117381
58,Private,236731
34,?,286689
44,Private,191814
34,Private,243776
29,Private,214858
30,Private,392518
32,Private,281437
64,Private,182044
60,Self-emp-not-inc,148492
26,Private,157617
27,Private,303954
39,Self-emp-inc,170174
45,Private,289468
23,Private,201680
28,Private,134813
32,Private,126838
66,?,222810
65,Private,118779
36,Private,127306
18,Private,240767
33,Private,275369
47,?,332884
27,Private,255979
51,Private,103824
55,Private,276229
56,Private,131608
45,Local-gov,191776
44,Private,164678
34,Private,128016
27,Self-emp-not-inc,243569
56,Private,329059
60,Private,194589
55,Private,226875
34,Private,214288
46,Local-gov,121370
42,?,167678
42,State-gov,109462
39,Private,433592
50,Private,128478
34,Self-emp-not-inc,120672
36,Private,359397
19,Private,120361
44,Private,99212
23,Private,140462
49,Private,111558
45,Private,72393
46,Private,503923
36,Local-gov,101481
37,Private,159917
53,Private,255927
20,Private,411862
23,Private,179423
29,?,42623
35,Self-emp-not-inc,216256
21,Private,250647
21,Private,111467
34,Self-emp-not-inc,208068
56,Private,165315
34,Private,261023
37,Private,190297
39,Private,250217
70,Private,30713
43,Self-emp-inc,140988
43,Private,196158
46,Self-emp-not-inc,231347
33,Private,206512
39,Private,103260
30,Private,293512
29,Private,151382
32,Private,72744
48,Self-emp-inc,38240
26,Private,138537
46,Private,190115
21,Private,313702
46,Private,33794
37,Private,306868
51,Private,54465
39,Private,179137
45,Self-emp-not-inc,54098
62,Self-emp-inc,200577
50,Private,124963
47,Private,178341
64,Local-gov,202738
65,?,149131
44,Private,33155
27,Private,197905
49,Self-emp-not-inc,340755
29,Self-emp-not-inc,33798
34,Private,56121
37,Private,86310
63,Private,65740
49,Private,90579
71,Federal-gov,149386
73,?,177773
30,Private,392812
68,?,110931
41,Federal-gov,355918
17,?,179861
73,Local-gov,147703
25,State-gov,260754
27,Local-gov,225291
36,Private,66304
38,Private,129764
44,Private,277533
31,Private,152940
42,Self-emp-not-inc,83953
63,Private,223637
44,Private,193755
31,Private,237824
26,Self-emp-inc,246025
32,State-gov,169973
50,Private,302372
33,Private,295591
30,Local-gov,101345
51,Private,210736
62,Private,26966
22,?,27937
22,Private,119592
37,Federal-gov,48779
33,Private,180656
55,Private,176219
59,Local-gov,170423
26,Private,176795
23,Private,335067
31,Federal-gov,207301
22,Private,356567
43,Self-emp-not-inc,170230
33,Private,167309
35,Private,244803
57,State-gov,132145
61,Private,380462
41,Self-emp-inc,149102
57,Private,303986
28,Private,175343
48,Federal-gov,110457
18,Private,137363
54,Self-emp-not-inc,199741
30,State-gov,152940
56,State-gov,68658
43,Local-gov,256253
74,?,278557
19,Self-emp-inc,150384
35,Private,260578
22,Private,137876
30,?,159303
30,Local-gov,191777
21,Private,206492
38,Private,133299
38,Private,49115
34,Private,114955
55,Private,41108
28,Private,136077
27,Private,419146
22,Private,225515
24,Private,403671
20,Private,215495
43,Self-emp-inc,49249
25,Private,112754
35,Private,434114
45,Private,214627
45,Private,105431
25,Private,164488
49,Self-emp-inc,106634
58,Private,310085
39,?,110342
25,Private,88922
24,Private,155913
37,Self-emp-not-inc,326400
49,Private,141069
